student_id,previous_score,attendance_rate,completed_trainings,engagement_score,submission_rate,success
STU0769,72.27031322665886,79.66694071360158,6.108522990171016,59.01954361520253,52.667720705520594,0.9593481721415373
STU0780,59.809724998924125,72.9828450576418,4.993721329334308,57.69677783046918,43.751110772732865,0.9860755567751226
STU0476,64.9798882543672,65.26466164745906,2.819565798191096,54.43294372943322,55.67312505871686,1.0008162624916663
STU0215,45.478523292795416,75.85105819706092,11.993270976706324,55.95411812352416,44.86723027445026,1.0284446880726144
STU0129,80.95810495602096,58.632214835348,8.218816638423014,59.74128136012757,41.28616318831204,1.0099903029177466
STU0931,50.3520092139142,79.04617217766344,4.160107840194273,62.7829730020732,47.51096112375494,1.0077645924186074
STU0677,46.092284322457395,51.19310902973784,6.992038339898086,56.10321784221481,22.29579528737378,0.0
STU0786,52.4587679722129,72.08622414603187,4.122171385779755,63.13027795589788,42.832363267229034,0.0
STU0224,87.77201285265781,73.86012015018666,7.9529384575131274,51.014958217079965,50.6624918827735,1.0080654975566543
STU0065,69.087823453413,67.07976016562681,1.781213399418389,49.90968002626212,44.34122820254276,0.0
STU0315,59.69823861582331,74.66008539451538,5.8812934187881645,56.21554948474175,45.62740791832855,0.9866983047887087
STU0771,67.10806244388286,42.869156087935885,8.200683621578499,43.26601026506333,41.50357882910589,0.012527408100695423
STU0549,30.79451260794108,81.49110244658976,6.964817762430116,71.10234617457515,39.934753969583554,0.0
STU0239,52.83749592881141,68.60140034532837,5.968748141646839,65.24422742088215,45.99798310656859,1.0401482402776765
STU0280,69.43023065002225,91.49362715618973,2.9614991058042834,63.07650750223761,62.75030216072717,1.030609342466795
STU0119,56.73472841155184,73.51839460587422,7.244501742206767,69.90162782121173,51.93082138263126,0.9607004619850078
STU0434,47.39677909502767,43.884491290442455,7.208782179671154,30.628739612636558,17.023603807943985,0.0
STU0023,74.4952921766824,55.58904717222128,4.28490373832565,55.23216774422013,25.542443273622798,0.0
STU0585,51.30411298219495,65.3075410207488,3.9795777092644524,66.46466562344563,50.25785397496959,0.0
STU0079,76.61313324853748,99.41075597559734,7.03795983068308,69.77262707717324,70.014118805991,1.0191665583365097
STU0737,45.66156585988033,58.87255115389703,7.805254650496764,52.056949862942524,53.42111438648216,0.0
STU0562,63.0977154276034,75.30763210368022,9.189646605337302,52.38815959137366,44.81608594625437,1.011524047556884
STU0987,77.19369027092857,53.69728783217769,0.850050602271934,51.86488757409835,46.10031162180742,0.0
STU0569,80.5823282694678,65.26972671386208,9.027835189606698,47.72460960416389,37.70982121141291,1.0199565099627257
STU0868,51.67333721930564,61.33673283661885,9.859100244592074,40.66576871452446,45.58784292481673,0.0
STU0551,50.15259023356053,40.946492338481825,8.924386220057004,36.36520820671666,30.174604584219455,0.00030435077319440336
STU0208,48.44496671672784,56.8810332511911,6.892490841152404,53.20270315911993,41.675681722115016,0.0
STU0730,64.13391155917189,67.66466571875436,5.921945431281818,77.16568382288317,50.34922518783757,0.9681999277802525
STU0688,32.120687533914854,77.12382277524277,6.930773642550136,52.656668675622925,48.278156239975026,0.0
STU0202,55.35663452275804,71.39068701881736,4.929599233431649,55.71315751006421,44.20278088043481,0.02420350737900643
STU0473,62.27941581166192,82.94613965699581,7.107004715095546,71.87208159364359,52.76581143767383,1.0099783682771013
STU0296,72.5312995617634,79.8464471280313,3.858129464407909,70.68142430870564,47.58772519681588,1.0262606065022541
STU0660,81.86099417956933,40.620635413935915,8.028318747420188,50.25740726453694,27.372820751048224,0.008119356175626782
STU0117,49.78186261587162,54.097481584754114,7.156392737950676,52.8655140629675,34.26650984701788,0.0035760432566818413
STU0822,60.94366626462707,86.29581458405009,3.934102728814301,65.82003561654123,64.39517545676743,0.9568343154635278
STU0400,56.767758059714225,68.39953925883185,4.907815216349421,53.4155050860837,54.887700575949474,0.9932384172986285
STU0041,35.4265185873016,47.23768576168602,4.97039935433898,49.705490041088,42.275511202982706,0.0
STU0761,38.10298436372792,91.21811193968585,3.151483286623948,64.26685669939465,58.890953554688316,1.0488451277615367
STU0928,65.58281624007455,85.47744921364752,8.02492450079664,68.62554086321214,63.059305983274285,1.0171800526316077
STU0639,77.83619662817874,81.57002801666411,4.931789126248647,75.53812408564787,63.8697607724587,1.0384152517263252
STU0064,51.665794802590334,71.06442195892018,5.062132456713718,86.26380380488857,46.85080155077261,1.0149437806652792
STU0839,54.28150730294702,70.67417172822552,4.85845954931401,50.64013605819428,45.46406441152134,0.0
STU0462,43.60202075019734,73.87731162979621,5.087490355620869,34.890926955531505,50.69379964310989,0.002929151716234117
STU0701,90.24863459265038,75.2027620890835,10.052467453836336,51.5153309718821,52.900812352144285,1.0059077014268738
STU0498,61.52952003198648,37.81247221153405,5.960475678125415,54.65601630645618,26.19714663308651,0.0
STU0299,31.87631099103275,52.09514356631667,2.8923209134087493,48.18857376514601,25.97306554659313,0.0
STU0734,55.747569890594825,89.10646692387485,6.886145231667219,67.2235967400764,56.5355778881411,0.9948539869679667
STU0514,58.609847259477895,67.95288681331596,10.068673524375832,72.73024341435416,57.33484529858647,1.0401548393900062
STU0394,62.81942690646397,53.33891336224864,4.157807940691957,40.41858963647993,35.14634322609879,0.0
STU0299,32.25963462156182,51.78759953075271,2.9181661361250604,47.94342733718511,26.96864484818062,0.030156232524861964
STU0553,81.3603091138283,77.87374860134346,4.058859405484082,51.04649965398607,68.71539684627777,0.9765717503993327
STU0655,27.58831383038856,66.06291246546606,5.732014108192088,30.20271140079985,36.126086522579484,0.0
STU0819,55.17384162724294,65.54954473742042,4.924931827657014,44.854296809495736,37.309111570060495,0.029509094095768625
STU0097,92.20297892345384,78.67995445402141,3.9960118600526857,67.81837519248536,38.49189152261442,1.0183039900379223
STU0838,49.01692775435691,87.57126800671628,5.883191583247429,65.42130819943777,49.45109934694915,1.031374174623514
STU0971,77.78698836480103,38.73140502347431,9.879747366088298,35.98320764328391,21.73915665127627,0.020024701645340343
STU0829,62.515544373385765,73.44262213568533,5.914253386095943,45.70986590487421,50.78256010438986,1.051514526375108
STU0015,55.531157381647965,56.833286526631426,10.037519173533642,46.82052272797001,48.378586242031496,0.013973087203358221
STU0482,51.22210414248741,75.26572921751465,4.975945910804375,52.01091962962337,46.63473977422309,0.0
STU0022,41.41571224534417,83.7794205452056,9.712598644967862,73.80300043235842,35.58491891995339,1.008576222916938
STU0339,15.725846512548333,92.37772417210223,3.727690290257117,69.2038691700457,49.08130454184699,0.03109783656283913
STU0880,70.20711634701497,71.30222208368453,5.922075131540867,65.54185701129894,47.86414718883794,0.980508654430136
STU0564,66.15161837454662,78.3803069250026,10.058769506498404,58.77390874273114,58.726400949540285,0.9836969618829962
STU0076,58.96493168467733,57.36600546556043,9.647205077384449,74.58851864930257,40.548547511184935,0.9922732395848071
STU0785,47.666223373229734,72.94601964877391,9.935831862392934,49.92777448132836,32.335248245709636,0.0
STU0888,74.28962304192098,54.71831229524462,6.932426844557439,37.88480323061372,47.12287650921666,0.0034531937142159136
STU0266,87.67076235273053,74.9057846578318,14.178270302352395,52.407605843129296,44.42527047936557,0.9528299329393327
STU0313,80.7314561116166,45.948592329769674,6.950561055195882,54.644535820801494,25.16995207666027,0.001326956821123463
STU0667,73.10395693595221,90.3104571058989,8.04917791850014,70.06094656397121,48.96711612720424,1.0216399738460626
STU0788,63.5058597760323,68.88138948366557,4.018138203445938,70.74473666447871,34.84774306729634,0.9880738283760261
STU0599,80.53671344714104,73.72237859049133,0.7264233989027997,58.67063734627248,51.54590022809302,1.0419428790302097
STU0488,54.249072485781596,71.88333852331243,5.098642084748968,51.39999467107392,41.713079033540374,0.0
STU0709,83.40020077546163,70.24992581539709,5.027658110840211,61.689193445766726,55.00193895919189,1.02979215899827
STU0328,48.29320181201046,56.09209963457276,7.065264523873977,48.409224947156275,36.874537024672016,0.016884457650819393
STU0344,42.055601176477545,69.96360675436648,7.504150786660136,52.3650118955204,45.01924124507094,0.0
STU0537,42.561902168298815,54.17961393438763,1.7323882921774334,42.2285796273342,31.869243724713872,0.06779407397043496
STU0888,73.71088909178226,56.425225045782945,7.2214606546368225,38.223171684477606,46.018645997731674,0.0
STU0194,61.714522572366334,77.70546012571056,6.96309013771845,60.749396206940396,52.70205481190251,0.9780550605676908
STU0696,67.00252052748634,53.68503806961383,2.036894631455326,43.21073560401907,41.738278081989385,0.0
STU0869,78.61818209018199,91.71579749433133,7.994155974246369,74.17452619416636,63.28592650910895,0.9944975838088237
STU0452,65.53796224828271,83.68182644434997,11.945525692226473,70.69862978305642,49.960122104039044,0.9968136900191196
STU0868,52.006887778589146,61.228314953340366,9.926830278623866,40.99550000578172,46.582222076286634,0.002567055182687749
STU0592,69.57042969137783,43.16780719751353,7.042310756676345,35.44763386685326,32.89665253374551,0.0
STU0651,50.87735162070062,49.91940999456092,8.8051864482318,25.962384063783116,52.21054047526912,0.01583628958091312
STU0411,97.13736085536502,76.5854816604661,7.0963785450729295,50.30403902890857,62.53858269262078,0.990305791347569
STU0935,57.28822813431978,53.15252908552687,5.946558320632885,33.1349028628342,30.897524834178196,0.0
STU0792,78.1544045148504,54.15077998966279,4.854892803529511,48.34416549689316,39.85494495293577,0.0
STU0269,76.64778921607517,69.79744889221371,6.942215842919075,61.71588454318372,59.8430301689169,0.9407919091415575
STU0763,46.72415666446949,59.690134101871415,11.161424960488628,43.46077698962524,35.01815622057126,0.008847426131782526
STU0236,70.3329519398748,85.21810332644323,6.931259993554754,60.85570575851301,65.66803559533643,0.9755087458039352
STU0513,46.506549929174085,70.02415548868444,7.046027440800465,65.94836902222886,42.108019001579905,0.004085468229337121
STU0499,57.62327032223872,61.63419184907436,8.906141143514564,51.226680090155504,39.57294365276269,0.032863613639629
STU0902,55.88860275121979,83.9070802216334,5.097321386384606,58.95219917749628,66.73973404309625,0.9762728071070838
STU0959,27.029867261129024,58.93627212869535,7.088023011242072,58.77280725849853,47.19781948000084,0.026540887044296458
STU0034,60.54670211032086,56.980885580526945,8.237371669067683,50.75292952087944,40.91497068319659,0.0
STU0376,73.30929934065504,69.30347555057389,6.977456611685153,42.74662019560256,40.75868657282633,1.0438455319674698
STU0414,70.87636827734356,71.90991639897268,7.085859000658611,54.14361907511205,50.11550190896809,0.9908679226312306
STU0748,70.6107641937589,89.51445910216357,3.0125924182133277,56.319528505775764,46.556895641855235,0.9789801669380668
STU0608,78.74504358846464,65.84483333895466,8.166397153480016,44.17496902335339,47.718415972254945,1.0171871006066067
STU0655,28.31962443699534,66.94345666503837,5.907697918265203,30.97848330206936,36.24048939234382,0.0
STU0979,32.255696598032884,59.43826089829731,7.095662831095872,30.41784046634896,33.63067905541392,0.0
STU0990,54.120694745234516,87.28282525910943,8.974999782912553,47.28714940912993,59.8165567428469,0.9880497350182195
STU0218,77.55013950609255,81.08653362076136,5.991757880596358,83.55606844195822,34.93666392416445,0.9988844382093288
STU0317,52.519042960757176,75.97813120610161,8.011781529971259,58.30812293116977,42.63271248063454,1.0335664934559836
STU0003,65.62733804266591,76.50749468423467,5.032389071623837,59.20053367949348,74.50939213706856,0.9516305284663586
STU0108,67.63392486626678,75.5646488944275,6.985075543585496,52.86488971551778,49.08096561389547,1.0005772226615368
STU0143,56.35914067096014,83.65283625896012,8.027570368453308,84.7118555757902,57.902709688100266,1.015628172353528
STU0166,60.16813617510123,65.53233404750588,12.202639147104692,77.314816844329,34.974998302487045,1.0048379425200618
STU0792,77.55470335633267,52.80244602831858,5.126537227586211,47.68716127323655,39.66101569479642,0.03275833072959608
STU0563,11.78852311593192,82.16155122584543,10.111604289984342,46.654846939226616,47.65002287447998,0.0
STU0488,54.930640196425315,71.10082614307515,4.941506187966349,51.5914396051422,41.5537597963716,0.0
STU0190,49.20045054133163,72.49000204800639,8.885816525487822,72.95736514487427,42.304637857095244,1.0148135301668997
STU0412,70.39886656902665,57.63408433747179,5.122665911730946,57.595565459674035,47.13486823783944,0.0024837325795915048
STU0897,46.46681961627437,58.017158424117504,4.112489286851116,47.77412392872786,47.843089936086756,0.0
STU0885,85.75083210045256,58.95372411169574,9.189099116045385,48.80589338043598,48.434810661498304,1.012908211888856
STU0645,60.5772553571017,52.0137495346898,3.9224455240673017,45.7674083261495,35.66981604387646,0.0
STU0439,49.57515422632988,88.04383835577165,5.970524674299016,52.04163270359336,66.31947937489547,0.9847151113355582
STU0527,77.31951142721331,62.599760283244656,5.789481103271189,53.88426553190563,53.18324662257335,0.9867954326965367
STU0772,79.5413679193087,81.64353586783237,3.9496045243165994,66.58609656766049,54.774614290734235,1.03383881645461
STU0182,36.62117585551542,72.62212016189207,11.12796520344331,62.215411398190135,38.37678302186681,0.0
STU0999,65.03609618164715,85.76165113514534,2.9400993954019454,67.33120402566844,46.91206844432157,1.0098935048948676
STU0696,65.78826911142673,54.37952565188815,2.082241172525313,44.7990573309602,41.41127086245885,0.0008571015173719489
STU0289,54.443298536562025,72.89296800761389,6.975538340281193,61.3840469490066,36.48090595265418,0.0
STU0320,76.35985209926159,45.4286683153695,6.04161072709195,37.82106831105075,25.293433444595596,0.007745936378427047
STU0344,44.04147951424965,68.96462063352075,6.852630034073049,53.26582800224438,44.93245454609471,0.011898049858384475
STU0604,58.02598483673887,89.77122545437997,7.010941367863027,57.322548853702116,54.978090122109165,1.0147462482419498
STU0305,59.0021284393643,60.136111536679024,0.0,45.07313443823248,48.141664592283725,0.0
STU0949,84.06162873112041,61.25781714056404,5.976001492470346,65.99504231839147,61.04012145894373,1.0341719417413804
STU0785,48.37266667937206,73.13729031853552,9.790638155428091,49.485041135790674,32.620999141627145,0.0
STU0246,67.24154720811175,76.8149175048936,3.1548564120883924,42.49001777646817,39.285018326108016,0.017170327023918432
STU0687,46.10641446837061,66.93764796486492,5.099823433463824,51.817522288569535,49.9092926784741,0.018533464794029945
STU0353,73.24855537471564,59.149466084513016,3.0599231529675275,61.845663790507636,37.157856675101236,0.0
STU0816,52.45541567597081,82.65267352776048,3.195305670026121,57.0605641934978,48.30146544102711,1.0165173989336185
STU0845,79.66920655277815,92.43282864270797,11.878153834225472,73.18423985510466,66.1519209096177,0.990359225228279
STU0868,51.67819529157863,61.99872282227484,10.22437116564949,41.974845598431756,45.97463616077866,0.0
STU0995,84.63017537761831,56.403668965416614,7.119698588210642,49.931565637814586,35.84488886394084,0.029203979994213754
STU0453,56.53907926950607,66.33807526199213,10.969624983748552,57.85220369531559,26.667040367975307,0.0
STU0060,78.76635729740555,89.17998444695493,5.145819951148357,50.98273853167462,71.21368108034423,0.9786300299360152
STU0779,56.75068571125953,64.3438174514882,5.85794575207583,55.954185174111124,41.370991747467826,0.0
STU0759,59.64794744026266,63.73611502518175,8.894127789953936,61.048139227657664,40.56624653153011,1.0068083501211607
STU0492,46.23613322801872,79.52444412288781,4.921853690309786,59.31214026159993,42.27520256652398,0.0
STU0516,59.78471434017093,63.734671162461,5.932076316416357,71.72028911695011,37.6082799101144,0.013706569195419118
STU0955,62.84415143335848,87.80447367301143,6.864332114717314,74.21277659986814,54.78450071600275,0.9665007996994842
STU0827,81.59205342787581,28.49881864635135,8.15705067714468,44.63425567505241,29.439181872884085,0.0
STU0552,92.68508212429332,52.08718667873587,6.966761653436582,54.59574806007124,37.363987657993356,0.9970990369486525
STU0362,83.68706719211828,69.75353215744377,6.045263601031439,57.06539882474846,43.97580992353418,1.0474641368220352
STU0192,80.23760951696906,73.7052695446016,9.926763708275033,59.59877974394496,54.69588824003512,0.9971536698115692
STU0358,79.92296764985838,78.56462062994807,3.7662243972995015,60.690297093190196,57.59320747477413,1.0271402512699248
STU0640,97.12336164031953,68.23620901819896,6.03467686876248,58.61938462069775,59.13384623771448,1.0009642236467118
STU0405,62.83327320046642,81.76613203317812,7.75445581183935,54.60038899575082,63.452471405883315,0.9879042133685733
STU0167,53.10846048007604,74.92493297412847,6.991187006260743,80.25357080433804,41.7593337090322,0.993829685319669
STU0130,41.45180776043008,56.47076090914287,4.824300728889747,57.53711981804226,34.205088034681175,0.0
STU0652,55.17173023883946,72.99846095771738,4.255177305408844,53.88842807026601,41.87845339464752,0.01509653605717218
STU0179,32.98471785928075,86.54309726888935,6.117024048891361,52.42627856300071,56.26003030869333,1.0343775615832091
STU0544,60.12159828381408,91.25683931918962,9.013579375740395,73.94435818764107,54.61079228710872,1.008995234349735
STU0484,67.93149946132891,56.55044902614718,7.162266974972724,66.7456322033094,43.109554425154094,1.029687546557758
STU0434,50.41557128973881,43.59687526659852,6.891328315373532,32.01337178428813,17.38349208574392,0.0
STU0041,35.465925524698186,46.51264496481346,5.06978577884903,49.051113629594376,42.316113996203846,0.0
STU0623,67.09584066019242,82.24347874274999,8.025656772430528,56.44002163022896,35.83530170279787,0.981885966191375
STU0339,15.963368504979785,92.75033462297354,4.033901648766768,70.17105504584096,48.5896023631543,0.007863923817796907
STU0503,54.73189108282449,55.24641180170224,10.163377275129587,39.40210134817364,42.80214091359959,0.0
STU0559,62.82285423194448,68.7398948811048,7.0940560652334925,38.39356364367994,46.412456132502086,0.01825084274835199
STU0431,33.70672042910794,73.85008102981907,8.037073726204099,35.59469197411418,60.578278491879175,0.0
STU0627,63.132359404120876,95.24865513581861,5.7875032371471615,82.02797206408893,69.77377458705524,1.0010761587440977
STU0993,53.65149433541954,66.73039646790565,6.876724709203966,53.6356737261132,49.82632410804591,0.017177583722536475
STU0130,41.938552762495775,56.39465590879064,4.98424348956226,57.77230378810351,33.76094867758965,0.0
STU0572,48.15558681516592,80.73149660222931,5.011989532846351,58.18977230526551,50.99217532831669,1.053059735974081
STU0328,47.89105733027675,54.55221223959609,6.85487554766577,47.79451169318619,34.96548347877418,0.0
STU0346,74.21020058903243,73.68597833901383,7.309672715732318,63.999178850995655,42.41223353313707,0.949355911752715
STU0680,48.09508197789275,73.32329863293279,4.194713441468306,63.00837313282433,42.46265302566109,0.003953759773724837
STU0837,79.32743783365736,55.071637145202175,5.077315345525495,55.22514364057205,37.076300531794125,0.0008363854617822356
STU0162,39.98935419202881,69.26368691835954,3.0092499341609376,26.787953947844716,49.29420759317175,0.0
STU0203,66.09821227201054,93.40739830608166,6.972751186476402,78.49128755110931,59.99700678832155,1.0247886324876705
STU0962,64.5331690448153,82.35451044153263,7.877768368514776,67.35658209284368,53.94276183297057,1.0186928014787735
STU0597,79.900792120805,67.18385303167143,10.009948930065566,47.97332362438181,46.17137781356742,1.0074495658100837
STU0789,80.18827650135006,47.00234112857149,8.033096861574018,50.09806427687082,43.410350236817294,0.0112579122498482
STU0733,43.32596143758949,67.48700937141345,3.8405510267637797,46.09124963744752,32.22747991184565,0.0
STU0002,35.25148242371656,75.36351224458946,9.042910112997259,57.37588847740936,53.04160329259198,0.044403132325390234
STU0833,54.959105365325236,62.226926416525096,1.9800638734957932,40.85634244458051,49.09153197693097,0.0
STU0760,62.626443326320036,52.26114955325292,9.755026885019388,63.492391576128696,44.90297685726694,0.003492539413720383
STU0117,49.365983202704605,54.62342731685045,6.8895217731458285,53.351179378190494,34.61848817190861,0.0016261966679923647
STU0345,60.317899512246086,76.92023715055474,6.946890746146195,49.11045889124064,48.98338201194065,1.0203392754761818
STU0238,70.19203020448849,83.2406660728153,7.242389607704237,60.29200957807319,62.51408420860974,0.9788961146160627
STU0013,64.36152689088516,76.68630180593449,8.071464520625403,46.937461883363945,50.58983989553082,0.9563926080894698
STU0483,86.85054511135309,65.41050445211573,11.82851672925251,58.230765035815054,46.41548807522968,1.0039219763585125
STU0506,55.905520488395645,63.50971408175313,7.062409766289388,58.37322798491568,33.73800885964066,0.007033274637975328
STU0882,41.81441553654913,86.75575460869021,1.801317550909651,84.04692702496521,49.85071254453547,1.0372532923601594
STU0413,31.81553147240716,53.579944576901596,9.13902356080791,29.213454478807034,45.07214881688468,0.0
STU0853,36.98753001205505,62.056014707094775,7.939504971021087,48.64773678029579,44.492668137939305,0.02887765946007068
STU0186,43.35492139239473,66.87037411407822,7.987976591907484,61.40269644029415,27.46900777209372,0.05920650805940224
STU0916,44.45434562049284,69.39420152496002,9.17023967288431,44.39460687514687,42.02599360266345,0.0
STU0395,65.0737623147478,79.21386568544817,3.834721029600875,59.326637581436195,37.680874367796854,0.9677149120643873
STU0624,58.88611988891481,51.95941954265141,10.82060224450312,41.342382912457076,26.545290291315823,0.0
STU0308,74.29116161855667,47.632719870165076,6.925062596442049,50.92616561235494,38.49563767737075,0.0003502492956639928
STU0124,38.04126671124889,71.1149570557927,12.133333627185756,56.74285839386552,37.58767773282274,0.014099733393781058
STU0935,54.93647842083016,52.89413672793064,5.804907502695275,33.65186674314806,29.910231295576736,0.0
STU0783,29.24054691149979,54.57146833899816,11.636335448974297,15.070236220781691,41.6672401065528,0.0388938564980804
STU0195,78.06072252245013,55.61294271842066,10.942068690083964,58.506684057524296,42.140063291401496,0.9721267356092492
STU0557,14.902413192522447,81.39628726933275,6.070846591344073,60.854475706928326,56.093581262944646,0.0
STU0935,57.66718874199561,52.7736058001693,6.154120292904562,34.29373670794343,30.37861388634716,0.027677647246986486
STU0909,44.458506196277675,71.07537284576507,8.940527501770168,36.860635400789256,26.46827136780097,0.0
STU0164,88.80695955595452,60.68733677089149,8.947170532418244,49.21750173197975,56.22458614710398,0.9948949322139925
STU0805,77.61364113088962,75.27582412113632,9.148167280332796,52.688127947715024,44.6607292058835,1.0779698795901147
STU0581,63.602602109640046,79.07731333999087,13.759914753198096,55.038111233441406,46.910496942550246,0.9996988035866383
STU0026,48.443117167602296,75.22184085782692,5.950111768800645,47.51355532531691,49.075644785415,0.0
STU0848,79.9768521566516,68.6593196192466,10.024451487933913,66.87303823992097,61.09981594222217,0.99856455065327
STU0009,79.0367937656601,74.23243482466273,7.057682185504726,54.260717354343846,51.218976157464816,0.9987295264629087
STU0278,42.2673530421339,46.604094120649464,6.934537981489136,41.909389469736745,38.86864997747966,0.004017683652167921
STU0751,30.79106699136369,91.7241525666119,6.004422417704462,67.12020320324652,44.96193619235115,1.0165624907859299
STU0660,80.67403071212814,39.24499088522667,7.680484910367349,49.8578253099722,26.619473453902117,0.0
STU0763,46.98144576832224,58.18001736531672,10.915477238081667,42.43745206178227,33.903966533183564,0.0422037768508957
STU0470,65.51030579669346,78.99180605039166,5.058233044274613,66.98136268061495,39.89101055019211,1.0061300468028316
STU0959,26.623695176858792,59.65929297564268,6.873867975622253,58.68457937034454,47.432969090899455,0.018176343871047405
STU0486,68.40620113580836,71.12245504647103,5.007573902534272,58.06948650401085,54.28174389470786,0.9842906535229947
STU0196,49.560666659226264,74.21769965180687,5.0573809177287306,70.98325051190557,39.04813263593977,0.0321710451363235
STU0850,51.81887228724213,67.7893386871381,5.956014774958954,44.70000544382347,59.06856488782044,0.0
STU0694,38.384908630408084,56.225264722939976,10.021888497505918,56.83206134557957,23.477356999361422,0.006941292313149907
STU0087,54.804686114062186,78.3102776270454,6.8763797771755115,49.01262431355157,66.15228541410404,0.9766640123002046
STU0434,49.88393060187039,42.14629178452079,6.973469961072182,31.119831031300357,17.253597563802455,0.0
STU0996,56.72905880855286,71.8757383775657,4.078355154459146,78.13366087391921,49.12781645784173,1.0172112806453173
STU0118,43.48852190096216,59.297694422606774,4.020156202368205,38.51931636694542,29.20946567137123,0.0
STU0721,49.516633593076975,81.67824713443338,3.9246861186049227,75.25981587222668,52.12553972516866,0.9786467953055588
STU0104,71.27571305692678,62.393961925969045,3.028790634968434,64.21419088095635,52.747519957847935,0.9839146706626299
STU0216,45.5984035611292,75.54963147954808,5.091759876768004,58.857658997576735,64.90801101713603,1.0174800707905596
STU0634,55.934151975562706,92.15832411358346,9.736776123741127,68.94879744708062,61.81904154113603,0.9842684340498519
STU0516,58.3399368822376,65.18838921650097,6.1488315648048895,71.05104970485299,39.765937130166606,0.0
STU0676,20.722166072785544,74.190550738171,5.956823018956198,56.47788411932809,44.58108745678998,0.00037582800544227004
STU0139,54.83144759199022,43.66159162768418,9.05463527697454,44.69858969958797,18.231332581090694,0.0
STU0162,40.15818414488012,70.66275989338415,3.1537331724446265,27.46733812575027,48.81788684851168,0.0
STU0421,51.054817193584086,87.14665938806526,3.8238694584471737,67.23316934129822,44.32421730979958,1.008409951321773
STU0715,100.0,70.88171017620922,9.90890382442294,37.18165858407785,58.4604342579029,0.9815676818244551
STU0908,72.36693093825241,60.72631553103783,7.962948740526581,61.10623066768366,39.888024961600905,1.0264275628833595
STU0543,76.41315898091159,45.120504163869974,6.899361683177055,41.5918652350688,40.71979111439064,0.02417881443970213
STU0800,80.85620047206469,71.919954832194,6.2227755181709234,35.17459934557043,52.21732170723281,1.0179856412496426
STU0703,50.59172148120008,78.96804115513315,4.889985691802831,69.16731680606772,49.9573338388229,1.0455105513546517
STU0341,80.21051353018815,88.67946993920792,9.928664699682937,46.14945521434448,62.422523222613506,0.9979220245397562
STU0825,60.36410511255193,69.73620613935347,9.026244689897004,46.47745706660074,51.8640110279843,1.016227844841777
STU0144,63.9125339788173,74.63592476031359,0.8456373061007383,51.32090441044392,49.923850226702385,0.9853847549222866
STU0622,48.39512139811014,88.17072013325811,5.949192393071069,67.90365658089382,53.86142863287686,1.0613311557187266
STU0493,50.810180760415804,62.68589262002604,5.040762766636553,58.27878744724451,38.25639569703712,0.04960856181934918
STU0941,69.41735308241677,67.90327626992143,6.957258870383126,66.85169849662547,48.447907931275104,1.000297116995113
STU0859,53.38327654284511,72.4111683444671,12.988008607247354,59.46857641071336,43.965179139057454,1.0096681092606032
STU0810,74.83398523092204,97.58502285188007,3.9320308089197336,66.24386063955441,68.02970404376066,1.0339945830754436
